Sentiment,L1 Cluster ID,L1 Cluster,L1 Phrase Count,L1 Review Count,L1 Rating (Phrase),L1 Rating (Review),L2 Cluster ID,L2 Cluster,L2 Phrase Count,L2 Review Count,L2 Rating (Phrase),L2 Rating (Review),L3 Cluster ID,L3 Cluster,L3 Cluster Phrase,L3 Phrase Count,L3 Review Count,L3 Rating (Review),L3 Rating (Phrase),L4 ID,L4 Phrases,Review ID,Review Rating,Date,Flag,Review,sim
Positive,P4L1I3,Application,952,911,4.397058824,4.395901939,P4L2I7,Texture,739,718,4.401894452,4.403435469,P4L3I28,greasy,not greasy,58,54,4.641975309,4.655172414,P4L4I24,Not greasy,P4R2,5,2022-11-18 00:00:00,P+,"Best by far

I got this while it was on sale to try and wish I bought more! I've tried gold bond cream to l'occitaine cream and this is by far the best. Not greasy but keeps your hands supple. I work in health care and wash my hands so much. This has been amazing for the winter dryness as well. Cannot recommend enough.",1
Positive,P4L1I3,Application,952,911,4.397058824,4.395901939,P4L2I7,Texture,739,718,4.401894452,4.403435469,P4L3I28,greasy,not greasy,58,54,4.641975309,4.655172414,P4L4I1407,"Not greasy,",P4R399,5,2021-03-11 00:00:00,P+,"Solid

This is a great economical moisturizer of you want to use it for face or all over. Lasts a long time. Not greasy, light, doesn’t hurt the eyes if you get a little in there and easy to mix with serums. Wish they made one with spf",2
Negative,P4L1I3,Application,213,177,3.516431925,3.508474576,P4L2I7,Texture,153,123,3.45751634,3.447154472,P4L3I29,feel,sits on the skin,98,71,3.507042254,3.530612245,P4L4I9,texture is no longer thick,P4R1,1,2022-11-18 00:00:00,N-,"Disastrous formula change.

I've been using this FAB cream for almost a decade. I have spent thousands of dollars on just this one cream - I've got a whole family with sensitive skin and we live in an area with very harsh winters. We've bought uncounted tubes and tubs of this stuff (as well as now-discontinued fragrances, rip coconut lime). This used to be the absolute best cream you could buy for a variety of concerns - dry skin, acne, eczema, flakiness, EVERYTHING. The scent was pleasant and the texture, once it sunk in, left your skin actually soft but never greasy and weird. Holy Grail, totally deserving of every accolade it received. 

Welp. Over the last year that's almost all changed. The fragrance is more or less the same, but I suddenly noticed my hands and face weren't staying as nice as they used to. My family agrees: the cream isn't soothing eczema or flakiness anymore, nor helping prevent dryness. The texture is no longer thick and luscious but feels watery and insubstantial when applied. Once it's rubbed in, skin now seems mildly tacky, not soft or moisturized. Any sensation of moisture wears off quickly. 

I can't tell what they've done to the formula besides the addition of eucalyptus, but it is a catastrophic change. This product used to be five stars, now it's one. A pump bottle of any drugstore brand with oatmeal will serve you much better. I also want to note they have raised the price on the 8oz tube by TWELVE DOLLARS over the last six years - and I'd still be willing to pay if it wasn't worse than a drugstore product. But as it stands I'm heartbroken. Don't waste your money.",19
Negative,P4L1I3,Application,213,177,3.516431925,3.508474576,P4L2I7,Texture,153,123,3.45751634,3.447154472,P4L3I29,feel,sits on the skin,98,71,3.507042254,3.530612245,P4L4I1196,sat on my skin,P4R326,5,2021-05-20 00:00:00,N-,"Moisturizing, but greasy

This product is great at moisturizing as it took care of ALL of my winter dry skin. However, I have sensitive combination skin which breaks out often and moves back and forth between dry and oily depending on what products I use (which has been a constant battle of finding the right products) and this product was entirely too heavy. It sat on my skin, making my face greasy. I gave it three stars because it really does great things for dry skin but, as someone with combination skin, it wasn't a miracle product but an uncomfortable one. I returned it & won't be repurchasing.",5
Negative,P4L1I3,Application,213,177,3.516431925,3.508474576,P4L2I7,Texture,153,123,3.45751634,3.447154472,P4L3I29,feel,sits on the skin,98,71,3.507042254,3.530612245,P4L4I1496,just sits on your skin,P4R423,5,2021-02-07 00:00:00,N-,"not particularly exciting or effective.

very meh: it kind of just sits on your skin, feels really thick and suffocating, and makes you super oily a few hours later.",9
Negative,P4L1I3,Application,213,177,3.516431925,3.508474576,P4L2I7,Texture,153,123,3.45751634,3.447154472,P4L3I29,feel,sits on the skin,98,71,3.507042254,3.530612245,P4L4I1286,lotion is thin,P4R358,5,2021-04-20 00:00:00,N-,"Not impressed

With the overwhelming good reviews I was excited to try this lotion but I feel very underwhelmed with it. I have to reapply it often as the lotion is thin and absorbs very quickly. It also has an off putting odor, it’s very mild but I have been using it every night before I go to bed and inevitably my hands end up near my face and I always get a whiff. I gave it two stars because I didn’t have any adverse reactions to it.",9
Negative,P4L1I3,Application,213,177,3.516431925,3.508474576,P4L2I7,Texture,153,123,3.45751634,3.447154472,P4L3I29,feel,sits on the skin,98,71,3.507042254,3.530612245,P4L4I508,sits like a film,P4R116,4,2022-04-01 00:00:00,N-,"Pills and feels weird on skin, disappointing

I was so excited to buy this because of all the great reviews I've seen for it, and I was pretty disappointed after a week a using it. My biggest complaint is how it pills. It's almost like it's not being absorbed into the skin and sits like a film that will ball up if you touch your face after applying. I tried different ways of applying (using less, using more, patting, rubbing, only rubbing it in for a certain amount of time, etc) and it did it every time. I honestly wouldn't mind it too much if it didn't mess up my makeup application- everything clings to the moisturizer now and looks grainy. My skin does feel softer after using consistently, but like I said earlier, it fills almost filmy. Plus, I don't think it lives up to the ""intense hydration"" name. I looked at recent reviews after I started seeing problems and apparently they changed their formula. My acne has cleared up with this though, and some of my redness has faded, so that's a nice quality of it. Will be returning though, the pilling and weird film feeling isn't worth the price in my opinion.",10
Negative,P4L1I3,Application,213,177,3.516431925,3.508474576,P4L2I7,Texture,153,123,3.45751634,3.447154472,P4L3I30,moisturize,not very moisturizing,26,25,3.32,3.230769231,P4L4I10,luscious but feels watery,P4R1,1,2022-11-18 00:00:00,N-,"Disastrous formula change.

I've been using this FAB cream for almost a decade. I have spent thousands of dollars on just this one cream - I've got a whole family with sensitive skin and we live in an area with very harsh winters. We've bought uncounted tubes and tubs of this stuff (as well as now-discontinued fragrances, rip coconut lime). This used to be the absolute best cream you could buy for a variety of concerns - dry skin, acne, eczema, flakiness, EVERYTHING. The scent was pleasant and the texture, once it sunk in, left your skin actually soft but never greasy and weird. Holy Grail, totally deserving of every accolade it received. 

Welp. Over the last year that's almost all changed. The fragrance is more or less the same, but I suddenly noticed my hands and face weren't staying as nice as they used to. My family agrees: the cream isn't soothing eczema or flakiness anymore, nor helping prevent dryness. The texture is no longer thick and luscious but feels watery and insubstantial when applied. Once it's rubbed in, skin now seems mildly tacky, not soft or moisturized. Any sensation of moisture wears off quickly. 

I can't tell what they've done to the formula besides the addition of eucalyptus, but it is a catastrophic change. This product used to be five stars, now it's one. A pump bottle of any drugstore brand with oatmeal will serve you much better. I also want to note they have raised the price on the 8oz tube by TWELVE DOLLARS over the last six years - and I'd still be willing to pay if it wasn't worse than a drugstore product. But as it stands I'm heartbroken. Don't waste your money.",23
Negative,P4L1I3,Application,213,177,3.516431925,3.508474576,P4L2I7,Texture,153,123,3.45751634,3.447154472,P4L3I30,moisturize,not very moisturizing,26,25,3.32,3.230769231,P4L4I1303,not very moisturizing,P4R365,5,2021-04-09 00:00:00,N-,"clogs pores, isnt very moisturizing

has shea butter so it clogs pores. I started getting acne places i never have before such as the cheek area beside my nose. its also not very moisturizing because its so light. Compared to say tatchas dewy skin cream my skin still feels tight after using and i have to use almost 3x as much product. I bought the 8oz on sale cause it was $15 not 40 some dollars i totally regret it now after using it a few times.",0
Positive,P4L1I3,Application,952,911,4.397058824,4.395901939,P4L2I7,Texture,739,718,4.401894452,4.403435469,P4L3I30,moisturize,so moisturizing,50,50,4.4,4.4,P4L4I200,moisturizing,P4R319,5,2021-05-29 00:00:00,P+,"Fantastic and Healing

This is some amazing stuff! I have super-sensitive skin and this is one of the few lotions that don't irritate my face, and in fact heal and protect it. I love that you can use it elsewhere, too, and it is just as moisturizing and healing on elbows, etc. The smaller sizes are perfect for keeping at your desk as a hand cream, too. Really love this and will continue to repurchase.",3
Positive,P4L1I3,Application,952,911,4.397058824,4.395901939,P4L2I7,Texture,739,718,4.401894452,4.403435469,P4L3I30,moisturize,so moisturizing,50,50,4.4,4.4,P4L4I200,moisturizing,P4R312,5,2021-06-14 00:00:00,P+,"Perfect Minimalist Moisturizer

I have bought this huge tub twice and given it to two family members, and then bought a third for myself because damn, it’s good. It’s simple, doesn’t have any flashy packaging or crazy modern texture or bling, but it just simply works. It’s calming, moisturizing, I wake up and have perfectly glowy skin with no breakouts. I will continue to buy this forever.",3
Positive,P4L1I3,Application,952,911,4.397058824,4.395901939,P4L2I7,Texture,739,718,4.401894452,4.403435469,P4L3I30,moisturize,so moisturizing,50,50,4.4,4.4,P4L4I200,moisturizing,P4R59,1,2022-06-22 00:00:00,P+,"My go to daytime moisturizer

This is my go to daily moisturizer. I live in a very dry state. This is very moisturizing and gentle. It is great to use during the day under your make up to get the hydration without looking super greasy. Very great product for the price. No frills just you get what is advertised",3
Negative,P4L1I3,Application,213,177,3.516431925,3.508474576,P4L2I8,Application,60,54,3.666666667,3.648148148,P4L3I50,formula,does not rub in well,43,39,3.564102564,3.558139535,P4L4I11,insubstantial when applied,P4R1,1,2022-11-18 00:00:00,N-,"Disastrous formula change.

I've been using this FAB cream for almost a decade. I have spent thousands of dollars on just this one cream - I've got a whole family with sensitive skin and we live in an area with very harsh winters. We've bought uncounted tubes and tubs of this stuff (as well as now-discontinued fragrances, rip coconut lime). This used to be the absolute best cream you could buy for a variety of concerns - dry skin, acne, eczema, flakiness, EVERYTHING. The scent was pleasant and the texture, once it sunk in, left your skin actually soft but never greasy and weird. Holy Grail, totally deserving of every accolade it received. 

Welp. Over the last year that's almost all changed. The fragrance is more or less the same, but I suddenly noticed my hands and face weren't staying as nice as they used to. My family agrees: the cream isn't soothing eczema or flakiness anymore, nor helping prevent dryness. The texture is no longer thick and luscious but feels watery and insubstantial when applied. Once it's rubbed in, skin now seems mildly tacky, not soft or moisturized. Any sensation of moisture wears off quickly. 

I can't tell what they've done to the formula besides the addition of eucalyptus, but it is a catastrophic change. This product used to be five stars, now it's one. A pump bottle of any drugstore brand with oatmeal will serve you much better. I also want to note they have raised the price on the 8oz tube by TWELVE DOLLARS over the last six years - and I'd still be willing to pay if it wasn't worse than a drugstore product. But as it stands I'm heartbroken. Don't waste your money.",21
Negative,P4L1I3,Application,213,177,3.516431925,3.508474576,P4L2I8,Application,60,54,3.666666667,3.648148148,P4L3I50,formula,does not rub in well,43,39,3.564102564,3.558139535,P4L4I297,doesn’t feel the same,P4R69,5,2022-06-09 00:00:00,N-,"i think they reformulated

i’ve used this before about a year or so ago & i absolutely loved it, but it’s just but this again during the sale & it doesn’t feel the same, it feels so different. it does hydrate the skin which is good, but there’s like a very very small cooling sensation almost.",13
Negative,P4L1I3,Application,213,177,3.516431925,3.508474576,P4L2I8,Application,60,54,3.666666667,3.648148148,P4L3I50,formula,does not rub in well,43,39,3.564102564,3.558139535,P4L4I884,New formula NOT,P4R235,5,2021-12-03 00:00:00,N-,"New formula NOT for acne prone skin

I’ve been using this product for at least 5 years and have always loved it. Now that the formula has changed to include the colloidal oatmeal it has been absolutely destroying my skin. Have not had breakouts like this on years.",15
Negative,P4L1I3,Application,213,177,3.516431925,3.508474576,P4L2I8,Application,60,54,3.666666667,3.648148148,P4L3I50,formula,does not rub in well,43,39,3.564102564,3.558139535,P4L4I259,"it on my face,",P4R58,4,2022-06-23 00:00:00,N-,"smells bad, feels weird.

I'm glad I got this as a sample, because I don't think I can finish this...it smells like vomit and doesn't feel like it cleans my combination skin. I really wanted to give it a chance, slightly holding my breath while rubbing it on my face, and made it through most of the tube (the sample size was fairly decent), and I didn't notice any results, just a weird waxy coating. I would not purchase this. And for real, I can't emphasize how bad it smells.",15
Negative,P4L1I3,Application,213,177,3.516431925,3.508474576,P4L2I8,Application,60,54,3.666666667,3.648148148,P4L3I50,formula,does not rub in well,43,39,3.564102564,3.558139535,P4L4I485,used to love this cream,P4R111,5,2022-04-06 00:00:00,N-,"New formula? Smells and applies like sunscreen

I used to love this cream. It was perfect for my face and body. No scent, easy to apply and quick to absorb. It looks like they changed their formula. Now it smells like sunscreen and it takes rubbing to get it to absorb. I won’t be using this again.",16
Positive,P4L1I2,Emotional,486,458,4.444444444,4.44650655,P4L2I3,Purchase,122,119,4.573770492,4.56302521,P4L3I9,buy,will continue to use,90,87,4.655172414,4.666666667,P4L4I74,even give it out as gifts,P4R11,5,2022-10-05 00:00:00,P+,"A MUST HAVE

HOLY GRAIL! 

I use this on everything, every body part. I have one in my car, in my room, bathroom and even give it out as gifts. I have oil-dry skin and immediately see results.",20
Positive,P4L1I2,Emotional,486,458,4.444444444,4.44650655,P4L2I3,Purchase,122,119,4.573770492,4.56302521,P4L3I9,buy,will continue to use,90,87,4.655172414,4.666666667,P4L4I471,will continue to use,P4R105,3,2022-04-09 00:00:00,P+,"Great for old skin working outside.

I'm a 63 year old male that works outside, my hands and arms take a beating in under the Mississippi sun.  The back of my hands daily look like lizard skin, arms to a lessor extent wearing long sleeve shirts with a high SPF rating.  

Yesterday I didn't have time to apply the cream and the tops of my hands look great.  The tube of Jurgens has hit the trash.The product might be for everyone, but I'm sold and will continue to use it.",0
Positive,P4L1I2,Emotional,486,458,4.444444444,4.44650655,P4L2I3,Purchase,122,119,4.573770492,4.56302521,P4L3I9,buy,will continue to use,90,87,4.655172414,4.666666667,P4L4I1155,will continue to buy,P4R312,5,2021-06-14 00:00:00,P+,"Perfect Minimalist Moisturizer

I have bought this huge tub twice and given it to two family members, and then bought a third for myself because damn, it’s good. It’s simple, doesn’t have any flashy packaging or crazy modern texture or bling, but it just simply works. It’s calming, moisturizing, I wake up and have perfectly glowy skin with no breakouts. I will continue to buy this forever.",3
Positive,P4L1I2,Emotional,486,458,4.444444444,4.44650655,P4L2I3,Purchase,122,119,4.573770492,4.56302521,P4L3I9,buy,will continue to use,90,87,4.655172414,4.666666667,P4L4I312,Will continue to purchase,P4R73,5,2022-06-01 00:00:00,P+,"Great hydration and not sticky!

Bought this moisturizer for my boyfriend to start his first simple skincare routine with a toner. He was using cerave moisturizing cream but said he loves this fab moisturizing cream way better because it’s not sticky like the cerave. I also have sensitive skin and when my skin feels dry, I would steal his moisturizer cream and use in replacement of my night cream as it’s more hydrating. Love it! Will continue to purchase!",6
Positive,P4L1I2,Emotional,486,458,4.444444444,4.44650655,P4L2I3,Purchase,122,119,4.573770492,4.56302521,P4L3I9,buy,will continue to use,90,87,4.655172414,4.666666667,P4L4I881,Will buy this forever.,P4R234,5,2021-12-03 00:00:00,P+,"A Dream

I genuinely never write reviews but this stuff IS IT! I struggle with acne during my time of the month and my skin is always dry. This stuff soaks right in and keeps it hydrated all day! Not oily, greasy or too heavy. Hasn't broken me out and my skin looks more supple. Will buy this forever.",15
Positive,P4L1I3,Application,952,911,4.397058824,4.395901939,P4L2I8,Application,213,193,4.38028169,4.367875648,P4L3I51,hand,my face and body,56,49,4.469387755,4.446428571,P4L4I34,My hands,P4R4,2,2022-10-31 00:00:00,P+,"Used to be great product 3+ years ago, not anymore

Let me start by saying I loved this product so much when I first started using it. My hands, especially during winter, tend to crack and bleed at the knuckles and cuticles especially. I finally caved and bought the ultra repair cream. It was amazing! The cream was thick, absorbing relatively quickly. It did cause a little burning at first because my hands were so dry and cracked. That subsided after 10 minutes max. I finally saw my skin looking normal and it did take away the small eczema-looking patch on my arm within a week. I was so amazed by this cream, I stocked up and would have anywhere from 5-10+ 14oz jars on hand at any given time and also bought this every year for Christmas for family and friends.

Then I started to noticed the formula was becoming thinner and not working as well as it used to. I noticed my skin going back to the way it was. 

Then the price got outrageous $78 for a 14oz jar? Seems a little excessive for how much cream I was having to use. Then it was getting harder and harder to get their TSV on time for Christmas. Or even at all,  I had it on autodelivery for the Christmas pear fragrance and waited 2 months after it was supposed to ship and kept getting the run around. I finally cancelled it because I got sick of waiting and I haven’t bought another product from them since. Then they stopped selling it! So I ended up going back to my old lotions that were less than 1/2 the price for more product.",11
Positive,P4L1I3,Application,952,911,4.397058824,4.395901939,P4L2I8,Application,213,193,4.38028169,4.367875648,P4L3I51,hand,my face and body,56,49,4.469387755,4.446428571,P4L4I1002,my face and body,P4R271,5,2021-10-09 00:00:00,P+,"Great stuff!

I love this lotion. I use it on my face and body. It’s gentle and doesn’t cause breakouts, but leaves skin feeling super hydrated and NOT greasy. Also, after buying a ton of different products for my toddlers’ skin and not having luck, this lotion has been the BEST. My girls call it the “soft lotion” because of how nice their skin feels. I use it constantly on my toddler’s hands in the winter because they get super dry with constant hand washing at daycare.",0
Positive,P4L1I3,Application,952,911,4.397058824,4.395901939,P4L2I8,Application,213,193,4.38028169,4.367875648,P4L3I51,hand,my face and body,56,49,4.469387755,4.446428571,P4L4I569,all over your body,P4R136,5,2022-03-10 00:00:00,P+,"Great multi tasker!

I've used their oil control lotion for years. My skin has always been on the oily side, but this winter I started getting dry patches on my face. This stuff really helped. It's a great product because you can use it all over your body. I was worried using it on my face as I have oily skin, but this left no residue, absorbed quickly and didn't make me break out. It's been great on my hands too! Best thing is how quickly it absorbs any where you use it. Great product to have in drawer for the dry winter months.",11
Positive,P4L1I3,Application,952,911,4.397058824,4.395901939,P4L2I8,Application,213,193,4.38028169,4.367875648,P4L3I51,hand,my face and body,56,49,4.469387755,4.446428571,P4L4I584,my undereye area,P4R139,2,2022-03-04 00:00:00,P+,"Healed my irritated, cracked skin on face & hands

I bought this product when my undereye area was freaking out and really sensitive to my usual skincare products. I also used it on my hands when winter set in and I had issues with cracked, irritated skin underneath my wedding ring. This cream was really calming and made both problems go away. Couldn't ask for more! It's now my go-to moisturizer.",11
Positive,P4L1I3,Application,952,911,4.397058824,4.395901939,P4L2I8,Application,213,193,4.38028169,4.367875648,P4L3I51,hand,my face and body,56,49,4.469387755,4.446428571,P4L4I219,my arms,P4R47,5,2022-07-18 00:00:00,P+,"Healed my Keratosis pilaris

This stuff is incredible!! I’ve suffered from keratosis pilaris my entire life and nothing has helped smooth out my arms like this has! I am amazed. I also use it as my night time cream for my face and I love it. I do not recommend this as a day cream if you wear makeup, tends to pill. If you had KP give this a try!",12
Positive,P4L1I4,Performance,910,871,4.525274725,4.536165327,P4L2I16,Performance,97,83,4.195876289,4.21686747,P4L3I108,calm,calms my skin,56,46,4.304347826,4.232142857,P4L4I51,cooling and feels so nice,P4R6,5,2022-10-23 00:00:00,P+,"Worth it! Calms rosacea

I have rosacea and super sensitive skin and I wanted a moisturizer I could use daily that wouldn’t aggravate my skin, but rather calm it down a bit. Enter this cream: at first, I didn’t think it did anything at all, but the more I used it, the smoother my skin got (less texture from the rosacea) and I saw a different in my redness on my face. As soon as you apply it to irritated and hot skin, it’s so cooling and feels so nice! I use it after Cetaphil Gentle Cleanser and it feels great. Also, for the person who said that this is just a more expensive version of Cerave — I disagree. Not all moisturizers work for everyone — for some reason, Cerave doesn’t work well at all with my skin, but FAB ultra hydrating cream truly does soothe it. Worth the price for the tub because I’ve only used about 1/5th of it and I’ve been using it every day for about 3 months now!",19
Positive,P4L1I4,Performance,910,871,4.525274725,4.536165327,P4L2I16,Performance,97,83,4.195876289,4.21686747,P4L3I108,calm,calms my skin,56,46,4.304347826,4.232142857,P4L4I1152,calming,P4R312,5,2021-06-14 00:00:00,P+,"Perfect Minimalist Moisturizer

I have bought this huge tub twice and given it to two family members, and then bought a third for myself because damn, it’s good. It’s simple, doesn’t have any flashy packaging or crazy modern texture or bling, but it just simply works. It’s calming, moisturizing, I wake up and have perfectly glowy skin with no breakouts. I will continue to buy this forever.",8
Positive,P4L1I4,Performance,910,871,4.525274725,4.536165327,P4L2I16,Performance,97,83,4.195876289,4.21686747,P4L3I108,calm,calms my skin,56,46,4.304347826,4.232142857,P4L4I1055,Calms irritation,P4R284,5,2021-08-31 00:00:00,P+,"THE BEST

I have extremely sensitive, acne-prone, combination skin. I had been using this for a while for dry winter hands but gave it a shot for use on my face and I’ve never looked back. This has been my night cream for years and it’s the best I’ve ever used. Calms irritation, doesn’t break me out, intensely moisturizing. After moving to the desert from the Pacific Northwest I’ve started using this as my day cream as well and I couldn’t be happier. The big tube lasts me at least 6 months. Buy the big tube! Your wallet and skin will thank you.",9
Positive,P4L1I4,Performance,910,871,4.525274725,4.536165327,P4L2I16,Performance,97,83,4.195876289,4.21686747,P4L3I108,calm,calms my skin,56,46,4.304347826,4.232142857,P4L4I100,helped my dry skin,P4R17,2,2022-09-27 00:00:00,P+,"Instant Hydration

Starting using this Ultra Repair cream because my skin was very dry and irritated and it is super creamy, hydrating, and soothing! It is instant hydration and helped my dry skin after the first use! It doesn’t feel sticky either, It feels amazing and I would highly recommend.",9
Positive,P4L1I4,Performance,910,871,4.525274725,4.536165327,P4L2I16,Performance,97,83,4.195876289,4.21686747,P4L3I108,calm,calms my skin,56,46,4.304347826,4.232142857,P4L4I156,after swimmin,P4R33,3,2022-08-18 00:00:00,P+,"Emollient

Does the job the on first application. I love to use this after swimming or in chaffing areas. I use it on my face a couple of times a month. living in the desert, this stuff is amazing.",10
Positive,P4L1I3,Application,952,911,4.397058824,4.395901939,P4L2I7,Texture,739,718,4.401894452,4.403435469,P4L3I35,sink,"sinks in fast,",16,16,4.25,4.25,P4L4I78,moisture lasted a long time,P4R12,5,2022-10-04 00:00:00,P+,"Must Have for Dry Skin!

I’ve been a fan of FAV for years. I use the face moisturizer exclusively, and I swear by the cleanser. I tried this moisturizer and it did wonders for my skin! I am a touch oily in my t zone, but I’m dry everywhere else  this left me feeling not just moisturized, but nourished. The moisture lasted a long time and I didn’t have any flakes I usually experience or cracks. This is a love for me. else. This left me",23
Positive,P4L1I3,Application,952,911,4.397058824,4.395901939,P4L2I7,Texture,739,718,4.401894452,4.403435469,P4L3I35,sink,"sinks in fast,",16,16,4.25,4.25,P4L4I595,sinks in well,P4R142,5,2022-03-02 00:00:00,P+,"Hydration without the greasiness

Love this as a winter moisturizer for my normal to oily skin.  So many great ingredients that nourish the skin and provide relief from any irritation caused by retinoid or acid usage.  A little goes a long way! It's a yummy, thick and creamy texture, but sinks in well and hydrates without leaving a film on the skin or feeling heavy.  I try and steer clear of anything with fragrance or essential oils, as it can often break me out, but the tiny bit of eucalyptus oil is no issue for me.  It's one of the few moisturizers (fragranced or non-fragranced) that doesn't break me out, so it's a staple in my routine!",5
Positive,P4L1I3,Application,952,911,4.397058824,4.395901939,P4L2I7,Texture,739,718,4.401894452,4.403435469,P4L3I35,sink,"sinks in fast,",16,16,4.25,4.25,P4L4I334,sets in quickly,P4R79,5,2022-05-24 00:00:00,P+,"My Skin Loves It

I am 26 years old. I have dry skin and experience hormonal acne. I like to think of this as a stress-free moisturizer, meaning that I don’t have to worry that it’s not doing it’s job. It’s creamy, moisturizing, and sets in quickly. I saw a review of someone saying it smelled bad but I can’t smell this product hardly at all. It doesn’t break me out and feels gentle. A little of it goes a long way so it’s more lasting that other moisturizers. I saw someone say to not apply makeup after using this due to piling, but I wait for my moisturizer to dry and then use an oil based primer before my foundation.",10
Positive,P4L1I3,Application,952,911,4.397058824,4.395901939,P4L2I7,Texture,739,718,4.401894452,4.403435469,P4L3I35,sink,"sinks in fast,",16,16,4.25,4.25,P4L4I834,sinks in pretty quick,P4R223,1,2021-12-10 00:00:00,P+,"amazing hydration

Serious hydration when you have dry skin. For me it sinks in pretty quick and doesn’t leave a residue. I use this in dry areas as spot treatment and the dry area is gone in a day or two.",11
Positive,P4L1I3,Application,952,911,4.397058824,4.395901939,P4L2I7,Texture,739,718,4.401894452,4.403435469,P4L3I35,sink,"sinks in fast,",16,16,4.25,4.25,P4L4I319,Nothing sinks in as fast,P4R75,2,2022-05-31 00:00:00,P+,"FAB for sure!

Hands down my favorite moisturizer!  Nothing sinks in as fast!  One star deducted because I received two tubs instead of tubes.",12
Positive,P4L1I3,Application,952,911,4.397058824,4.395901939,P4L2I8,Application,213,193,4.38028169,4.367875648,P4L3I52,oil,use it with my Tret,100,88,4.340909091,4.37,P4L4I56,every day for about 3 months,P4R6,5,2022-10-23 00:00:00,P+,"Worth it! Calms rosacea

I have rosacea and super sensitive skin and I wanted a moisturizer I could use daily that wouldn’t aggravate my skin, but rather calm it down a bit. Enter this cream: at first, I didn’t think it did anything at all, but the more I used it, the smoother my skin got (less texture from the rosacea) and I saw a different in my redness on my face. As soon as you apply it to irritated and hot skin, it’s so cooling and feels so nice! I use it after Cetaphil Gentle Cleanser and it feels great. Also, for the person who said that this is just a more expensive version of Cerave — I disagree. Not all moisturizers work for everyone — for some reason, Cerave doesn’t work well at all with my skin, but FAB ultra hydrating cream truly does soothe it. Worth the price for the tub because I’ve only used about 1/5th of it and I’ve been using it every day for about 3 months now!",23
Positive,P4L1I3,Application,952,911,4.397058824,4.395901939,P4L2I8,Application,213,193,4.38028169,4.367875648,P4L3I52,oil,use it with my Tret,100,88,4.340909091,4.37,P4L4I852,use it with my Tret,P4R227,1,2021-12-07 00:00:00,P+,"New favorite moisturizer

I love this moisturizer.  I use it with my Tret and I barely get any dryness.  Before I wouldn't be able to use my Tret more than once a week.  This stuff is awesome and makes my skin look so good after using it.  I wish they had a larger size but not in tub form.",0
Positive,P4L1I3,Application,952,911,4.397058824,4.395901939,P4L2I8,Application,213,193,4.38028169,4.367875648,P4L3I52,oil,use it with my Tret,100,88,4.340909091,4.37,P4L4I89,use with retinol,P4R15,5,2022-09-29 00:00:00,P+,"Not for me anymore

Here’s the deal: this is a good product. I do recommend people try this if they’re looking for a cream for sensitive/damaged skin. This used to be great for my skin when it was stressed and dry, and it was my go to moisturizer to use with retinol, but out of nowhere it started to pill no matter where I used it or what I used it with. I’d go to sleep with it on and when I’d wake up, it looked like my pillow was covered in dead skin flakes from how much it pilled during the night. It’s such a bummer because I really did love it.",10
Positive,P4L1I3,Application,952,911,4.397058824,4.395901939,P4L2I8,Application,213,193,4.38028169,4.367875648,P4L3I52,oil,use it with my Tret,100,88,4.340909091,4.37,P4L4I227,layered with an spf,P4R50,5,2022-07-14 00:00:00,P+,"Love it

I'm surprised how much I love this. It's so cost effective and the product works great for me. I have normal skin and it's great for both night time and for day time layered with an spf. I will be reordering for sure.",12
Positive,P4L1I3,Application,952,911,4.397058824,4.395901939,P4L2I8,Application,213,193,4.38028169,4.367875648,P4L3I52,oil,use it with my Tret,100,88,4.340909091,4.37,P4L4I106,Great body cream,P4R18,5,2022-09-23 00:00:00,P+,"Great body cream

I used this cream a few times for my face but it didn’t work well with my other face treatments, it started to pill, but I love it as a body cream",13
Negative,P4L1I4,Performance,369,315,3.403794038,3.40952381,P4L2I14,Allergy,198,180,3.484848485,3.477777778,P4L3I98,pill,tends to pill,27,24,4.458333333,4.407407407,P4L4I90,started to pill no matter where I used it,P4R15,5,2022-09-29 00:00:00,N+,"Not for me anymore

Here’s the deal: this is a good product. I do recommend people try this if they’re looking for a cream for sensitive/damaged skin. This used to be great for my skin when it was stressed and dry, and it was my go to moisturizer to use with retinol, but out of nowhere it started to pill no matter where I used it or what I used it with. I’d go to sleep with it on and when I’d wake up, it looked like my pillow was covered in dead skin flakes from how much it pilled during the night. It’s such a bummer because I really did love it.",32
Negative,P4L1I4,Performance,369,315,3.403794038,3.40952381,P4L2I14,Allergy,198,180,3.484848485,3.477777778,P4L3I98,pill,tends to pill,27,24,4.458333333,4.407407407,P4L4I222,tends to pill,P4R404,5,2021-03-03 00:00:00,N+,"a little goes a long way

I think that this is a nice product. It has a whipped texture, so you only need a little bit for a lot of moisture. It’s very gentle and the unscented. It absorbs very quickly, but doesn’t really leave me feeling super moisturized. The only other problem I have with this product is that it tends to pill around the edges of my face into these little chunks which isn’t pleasant to peel off. But all in all, not a bad product. Good for sensitive skin.",0
